"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","EMP","TOT","PC_WKGPOP","A","2016",43.03369,
"ZAF","EMP","TOT","PC_WKGPOP","A","2017",43.35536,
"ZAF","EMP","TOT","PC_WKGPOP","A","2018",43.24669,
"ZAF","EMP","TOT","PC_WKGPOP","A","2019",42.46033,
"OECD","EMP","TOT","PC_WKGPOP","A","2008",66.21631,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2009",64.44389,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2010",64.30717,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2011",64.67153,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2012",64.92488,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2013",65.13025,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2014",65.69353,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2015",66.29312,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2016",66.95297,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2017",67.70072,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2018",68.38796,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2019",68.79044,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2008",69.72446,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2009",67.57951,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2010",67.20168,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2011",67.43855,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2012",67.70052,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2013",68.01307,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2014",68.68153,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2015",69.19611,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2016",69.90267,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2017",70.65855,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2018",71.43558,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2019",72.08088,"E"
"EA19","EMP","TOT","PC_WKGPOP","A","2008",65.75,
"EA19","EMP","TOT","PC_WKGPOP","A","2009",64.025,
"EA19","EMP","TOT","PC_WKGPOP","A","2010",63.675,
"EA19","EMP","TOT","PC_WKGPOP","A","2011",63.8,
"EA19","EMP","TOT","PC_WKGPOP","A","2012",63.35,
"EA19","EMP","TOT","PC_WKGPOP","A","2013",63.1,
"EA19","EMP","TOT","PC_WKGPOP","A","2014",63.575,
"EA19","EMP","TOT","PC_WKGPOP","A","2015",64.325,
"EA19","EMP","TOT","PC_WKGPOP","A","2016",65.275,
"EA19","EMP","TOT","PC_WKGPOP","A","2017",66.225,
"EA19","EMP","TOT","PC_WKGPOP","A","2018",67.175,
"EA19","EMP","TOT","PC_WKGPOP","A","2019",67.875,
"COL","EMP","TOT","PC_WKGPOP","A","2008",60.21,
"COL","EMP","TOT","PC_WKGPOP","A","2009",62.0225,
"COL","EMP","TOT","PC_WKGPOP","A","2010",63.35083,
"COL","EMP","TOT","PC_WKGPOP","A","2011",64.82417,
"COL","EMP","TOT","PC_WKGPOP","A","2012",66.015,
"COL","EMP","TOT","PC_WKGPOP","A","2013",66.21416,
"COL","EMP","TOT","PC_WKGPOP","A","2014",66.71,
"COL","EMP","TOT","PC_WKGPOP","A","2015",67.385,
"COL","EMP","TOT","PC_WKGPOP","A","2016",67.0325,
"COL","EMP","TOT","PC_WKGPOP","A","2017",66.93333,
"COL","EMP","TOT","PC_WKGPOP","A","2018",66.45084,
"COL","EMP","TOT","PC_WKGPOP","A","2019",65.36667,
"LVA","EMP","TOT","PC_WKGPOP","A","2008",68.225,"B"
"LVA","EMP","TOT","PC_WKGPOP","A","2009",60.05,
"LVA","EMP","TOT","PC_WKGPOP","A","2010",58.2,
"LVA","EMP","TOT","PC_WKGPOP","A","2011",60.575,
"LVA","EMP","TOT","PC_WKGPOP","A","2012",62.775,
"LVA","EMP","TOT","PC_WKGPOP","A","2013",64.85,
"LVA","EMP","TOT","PC_WKGPOP","A","2014",66.125,
"LVA","EMP","TOT","PC_WKGPOP","A","2015",68.05,
"LVA","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"LVA","EMP","TOT","PC_WKGPOP","A","2017",69.975,
"LVA","EMP","TOT","PC_WKGPOP","A","2018",71.725,
"LVA","EMP","TOT","PC_WKGPOP","A","2019",72.225,
"LTU","EMP","TOT","PC_WKGPOP","A","2008",64.4,
"LTU","EMP","TOT","PC_WKGPOP","A","2009",59.875,
"LTU","EMP","TOT","PC_WKGPOP","A","2010",57.55,
"LTU","EMP","TOT","PC_WKGPOP","A","2011",60.2,
"LTU","EMP","TOT","PC_WKGPOP","A","2012",62.025,
"LTU","EMP","TOT","PC_WKGPOP","A","2013",63.725,
"LTU","EMP","TOT","PC_WKGPOP","A","2014",65.65,
"LTU","EMP","TOT","PC_WKGPOP","A","2015",67.25,
"LTU","EMP","TOT","PC_WKGPOP","A","2016",69.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2017",70.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2018",72.4,
"LTU","EMP","TOT","PC_WKGPOP","A","2019",72.975,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2008",64.85,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2009",62.775,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2010",62.6,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2011",62.75,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2012",62.55,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2013",62.475,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2014",63.225,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2015",64.1,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2016",65.2,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2017",66.35,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2018",67.35,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2019",68.1,
"RUS","EMP","TOT","PC_WKGPOP","A","2010",67.28529,
"RUS","EMP","TOT","PC_WKGPOP","A","2011",68.01862,
"RUS","EMP","TOT","PC_WKGPOP","A","2012",68.96736,
"RUS","EMP","TOT","PC_WKGPOP","A","2013",68.7785,
"RUS","EMP","TOT","PC_WKGPOP","A","2014",69.33393,
"RUS","EMP","TOT","PC_WKGPOP","A","2015",69.29679,
"RUS","EMP","TOT","PC_WKGPOP","A","2016",70.00275,
"RUS","EMP","TOT","PC_WKGPOP","A","2017",70.30539,
"RUS","EMP","TOT","PC_WKGPOP","A","2018",70.97634,
"RUS","EMP","TOT","PC_WKGPOP","A","2019",70.78918,
"CRI","EMP","TOT","PC_WKGPOP","A","2011",58.08942,
"CRI","EMP","TOT","PC_WKGPOP","A","2012",61.81253,
"CRI","EMP","TOT","PC_WKGPOP","A","2013",61.76549,
"CRI","EMP","TOT","PC_WKGPOP","A","2014",61.74079,
"CRI","EMP","TOT","PC_WKGPOP","A","2015",60.69011,
"CRI","EMP","TOT","PC_WKGPOP","A","2016",58.71328,
"CRI","EMP","TOT","PC_WKGPOP","A","2017",59.7869,
"CRI","EMP","TOT","PC_WKGPOP","A","2018",60.95155,
"CRI","EMP","TOT","PC_WKGPOP","A","2019",61.64743,
